Model,Experiment,Dataset,Metric,Overall,Top 5%,Top 10%,Top 20%,Bottom 5%,Bottom 10%,Bottom 20%
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Training,Adjusted R2,0.839541967560507,0.5487785606872,0.7276940786359898,0.8345784106501017,-1,-1,-1
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Testing,RMSE,5.683100119250353,7.539458996888338,9.985694381540963,8.425999565381806,11.11533972000163,8.459350401704679,6.3039305156470276
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Testing,MAE,3.9616393793110665,4.707015169526199,7.062621515471377,6.031754866909475,9.351088419748745,6.593492136782523,4.410034411075195
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Testing,R2,0.824392127905338,-1.9947033403637997,-0.7709335048754271,0.6516234287390453,-4.287398854048939,-2.4259264396697646,-1.2327792369633195
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Testing,Adjusted R2,0.8078147447796019,-1.9947033403637997,-1,0.38468553647415793,-4.287398854048939,-1,-1
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Cross-Validation,RMSE,5.009128466507424,8.03212344514755,8.1056354090904,6.919209536219452,9.64862674749623,7.667566011501403,6.085888110571131
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Cross-Validation,MAE,3.752375129297413,6.053653535831563,6.524941471603344,5.527762037327674,8.759406547385403,6.401977606429813,4.6834484242252925
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Cross-Validation,R2,0.8149853713902798,0.46540027034818987,0.6787503205523988,0.8010373998239398,-5.283379931300572,-2.277330752556972,-1.3002007585574518
gaussian_process_rmse,genus_exp-gaussian_process_rmse,Cross-Validation,Adjusted R2,0.8130554097410625,0.32583662411165537,0.6417313145223041,0.7902082546114052,-1,-1,-1
svr_rmse,genus_exp-svr_rmse,Training,RMSE,4.756930655043343,6.376177604963743,6.637920338855331,5.98134845842906,8.252593413932129,6.695566031443424,5.467532523792888
svr_rmse,genus_exp-svr_rmse,Training,MAE,3.7286366052766184,4.80046295515051,5.341435941837527,4.865713591592214,7.209239302024041,5.431447745913586,4.198877743972648
svr_rmse,genus_exp-svr_rmse,Training,R2,0.8331464814750167,0.6631094747549,0.784556872606676,0.851318583240102,-3.5966687257722336,-1.499078054379205,-0.8565239896501013
svr_rmse,genus_exp-svr_rmse,Training,Adjusted R2,0.8314059656346747,0.5751601783413562,0.7597304184734609,0.8432261445050153,-1,-1,-0.9576642624011225
svr_rmse,genus_exp-svr_rmse,Testing,RMSE,5.794951742540951,7.26992315131077,9.76301488902545,8.300043125516588,10.884980293891722,8.284119257933025,6.215402868322997
svr_rmse,genus_exp-svr_rmse,Testing,MAE,4.098324046486792,4.481887031688994,6.736050944967639,5.8156245687519865,8.791265574011296,6.226968947325247,4.241602339612446
